iter	Logloss
1514	0.1567526105
1515	0.1567314722
1516	0.1567223162
1517	0.1567069214
1518	0.156700493
1519	0.1566862178
1520	0.1566695247
1521	0.1566478697
1522	0.1566330614
1523	0.1566172886
1524	0.1566110123
1525	0.1565946582
1526	0.1565718985
1527	0.1565600673
1528	0.1565374164
1529	0.1565235237
1530	0.1565030145
1531	0.1564894359
1532	0.1564776892
1533	0.1564647391
1534	0.1564573615
1535	0.1564429878
1536	0.1564302385
1537	0.1564105893
1538	0.1563926625
1539	0.1563763467
1540	0.1563606843
1541	0.1563542826
1542	0.1563370662
1543	0.1563147954
1544	0.1562902145
1545	0.1562691526
1546	0.1562443532
1547	0.1562220624
1548	0.1562055971
1549	0.156197414
1550	0.1561621551
1551	0.156151262
1552	0.156135354
1553	0.1561265724
1554	0.1561121587
1555	0.1560934811
1556	0.1560785258
1557	0.1560669569
1558	0.1560480071
1559	0.1560340927
1560	0.1560227299
1561	0.1560122698
1562	0.155998299
1563	0.1559816812
1564	0.1559644315
1565	0.1559560606
1566	0.1559340627
1567	0.1559094789
1568	0.1559014892
1569	0.1558871863
1570	0.1558743865
1571	0.1558672273
1572	0.1558540106
1573	0.1558275333
1574	0.1558063594
1575	0.1557870951
1576	0.1557665437
1577	0.1557516185
1578	0.1557393288
1579	0.1557283274
1580	0.1557069475
1581	0.1556915535
1582	0.1556800945
1583	0.1556601476
1584	0.1556502796
1585	0.1556375158
1586	0.1556167084
1587	0.1556016572
1588	0.1555817402
1589	0.1555727146
1590	0.1555588639
1591	0.1555314073
1592	0.1555176043
1593	0.1554948961
1594	0.1554822435
1595	0.1554606321
1596	0.1554406614
1597	0.155416462
1598	0.1554005474
1599	0.1553798083
